web-scraper-order,web-scraper-start-url,link,link-href,describtion,name,price
"1696066978-67","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/tsdz_40m/","","ТСДЗ-40М","59 708													
														 руб."
"1696066982-68","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/transformator_dlya_progreva_betona_tsdz_40m/","Трансформатор для прогрева бетона ТСДЗ-40М находит применение в период зимних холодов и используется для подогрева свежего бетона, а также промерзшей земли. Силовая часть агрегата выполнена на основе трехфазного сухого трансформатора с двумя обмотками, с воздушным охлаждением принудительного типа. Операция прогрева осуществляется посредством специальных нагревательных шин или греющих проводов ПНСВ-1,2, ПНСВ-2, ПНСВ-3. Заказать трансформатор для прогрева бетона ТСДЗ-40М в Воронеже можно, воспользовавшись специальной формой на сайте или позвонив по указанному номеру.


 Условия эксплуатации:


	  Благодаря сравнительно небольшой массе и специальным салазкам аппарат удобен для перемещения. Для того что бы трансформатор для прогрева ТСДЗ-40М работал эффективно весь эксплуатационный период, следует соблюдать требования по технике безопасности и условиям эксплуатации:



	
	
		 Температура окружающего воздуха должна варьироваться в пределах от -45 до +20 градусов, при относительной влажности воздуха не более 80 процентов.
	
 
	
	
		 Использовать трансформатор не рекомендуется в условиях вибрационных воздействий и во взрывоопасной и химически активной среде.
	
 


 Купить трансформатор для прогрева бетона ТСДЗ-40М в Воронеже, достаточно легко, просто позвоните нам. Особо можно выделить то, что в нашем магазине на трансформатор для прогрева бетона ТСДЗ-40М цена в Воронеже одна из самых низких в регионе.","Трансформатор для прогрева бетона ТСДЗ-40М","59 708													
														 руб."
"1696066985-69","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/benzinovye/benzogenerator_tss_sgg_7500e3/","Бензогенератор TSS-SGG-7500Е3 используется для получения электроэнергии с напряжением в 230 вольт и частотой тока в 50 герц. Генератор нашёл широкое применение коммерческими предприятиями, спец службами, а так же в частных домовладениях. Заказать TSS-SGG-7500Е3;можно в нашем магазине, по самым демократичным ценам.

     В конструкцию устройства входит вольтметр. Умная электронная защитная система осуществляет полный контроль работы устройства и производит отключение при критически низком уровне масла, а так же при возникновении перегрузок. Простота обслуживания обусловлена электронной системой зажигания. Запаса топлива в штатном баке хватает на 12 часов бесперебойной работы. Тепловой выключатель помогает обеспечивать защиту от короткого замыкания.

     В стандартный набор комплектации входит АКБ, вилка подключения электросети, комплект для соединения. Решившие купить TSS-SGG-7500Е3;получат отличную рабочую лошадку, способную отлично выполнять свои функции практически в любых условиях.","БЕНЗОГЕНЕРАТОР TSS-SGG-7500Е3","55 755													
														 руб."
"1696066988-70","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/dizelnye/dizel_generator_tss_sdg_5000eh/","Пяти киловаттный дизельный генератор TSS SDG 5000EH – более прогрессивный вариант модели TCC 5000E. Конструкцией устройства предусмотрены удобные колёса, позволяющие перемещать агрегат силами одного человека. Этот генератор часто можно встретить на объектах строительства и в частных домовладениях, так как может обеспечить стабильную работу свыше 12 часов подряд. К устройству отлично подключаются различные приборы и инструменты. Заказать TSS SDG 5000EH, можно через наших менеджеров. Стандартная комплектация агрегата весьма внушительная:
Индикатор, отражающий давление масла.
Вольтметр.
Указатель уровня горючего.
Выключатель реагирующий на перегрев системы.
Счётчик отражающий фактически отработанные моточасы.
Набор проводов для постоянного тока в 12 вольт.
По одной розетке на 16 и 32 ампера.
Вилка подключения.
Аккумуляторная батарея.
Инструменты.
Транспортировочный набор.
Паспорт устройства.
 Каждый кому повезло купить TSS SDG 5000EH может обращаться для прохождения технического обслуживания или ремонта в специализированные сервисные центры, расположенные по всей стране.","ДИЗЕЛЬ ГЕНЕРАТОР TSS SDG 5000EH","49 147													
														 руб."
"1696066991-71","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/benzinovye/benzogenerator_tss_sgg_7500en3/","Бензогенератор TSS-SGG-7500ЕН3 предназначен для выработки электроэнергии с напряжением в 230 вольт и 50 герцовой частотой тока. Данная модель бензогенератора активно используется различными коммерческими организациями, социальными и специальными службами, в частных домах. Что бы заказать TSS-SGG-7500ЕН3 оставьте заявку или свяжитесь с нами самостоятельно.

Бензогенератор прекрасно справляется с поставленными задачами, обеспечивая качественный уровень напряжения на выходе. Качество получаемой электроэнергии обуславливается бесщёточным генератором, который установлен в генераторе. Система электронного зажигания позволяет избежать сложных дополнительных настроек. Автономность агрегата обусловлена объёмным резервуаром для топлива. Система защиты не даёт устройству перегреться. Двигатель выполненный из самых качественных материалов обеспечит долговечность агрегата.

     Каждый кто решит купить TSS-SGG-7500ЕН3 получит функциональный аппарат и годовую гарантию на генератор. Гарантия не может превышать одну тысячу моточасов.","БЕНЗОГЕНЕРАТОР TSS-SGG-7500ЕН3","57 289													
														 руб."
"1696066994-72","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/benzinovye/enzinovaya_elektrostantsiya_s_funktsiey_svarki_tss_sgw_4000eh/","Может ли ваш генератор похвастаться тем что может осуществлять сварку? Электростанция  TSS SGW 4000EH используется для питания сварочных аппаратов и является передовой разработкой в своём сегменте. Она активно используется на строительных объектах. Агрегат выполнен из качественных материалов и под пристальным контролем отдела качества. Для отведения тепла в конструкцию включён радиатор установленный на трансформатор. Оборудование относится к категории профессионального и имеет функцию регулировки величины тока в диапазоне 50-200 ампер, что даёт возможность использования электродов 2-5 мм. Если ваша деятельность связана со сварочными работами, купить TSS SGW 4000EH, лучшее решение для вашего бизнеса.

     Генератор рассчитан не только на дуговую сварку, но и на подключение электроприборов. Благодаря колёсам, аппарат легко перемещается по территории силами всего одного человека. В свою очередь удобство хранения обусловлено складными ручками. Вместительный бак и аккумулятор входящие в комплекцию обеспечивают продолжительное время работы. Заказать TSS SGW 4000EH можно в нашем магазине.","Генератор с функцией сварки TSS SGW 4000EH","60 140													
														 руб."
"1696066997-73","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/benzinovye/elektrogenerator_dy6500lxw_s_funktsiey_svarki_s_kolyesami/","Агрегат способен стать источником резервного электроснабжения, так же он способен выполнять функции электроснабжения в аварийных ситуациях, прекрасно справляется со своими задачами в качестве сезонного источника электроснабжения. Модель полюбилась не только представителям бизнеса, эксплуатирующих устройство для обеспечения работы, но и частными лицами, для электроснабжения частных домов или дачных участков. Малый вес и размеры устройства обеспечивают его популярность. <b>Купить DY6500LXW от известного бренда Huter можно в нашем магазине.

     Устройство способно работать в нескольких режимах:

        Устройство для сварки.

    Источник электроэнергии.

    Комбинированный вариант, совмещающий функцию сварки и электроснабжения.

     Устройство способно использовать в качестве горючего как бензин, так и газ после установки дополнительного оборудования. Если ваш бизнес или подсобное хозяйство нуждается в сварочном аппарате, поспешите заказать электрогенератор. Так же вы можете получить ответы на все вопросы от наших высококвалифицированных менеджеров.","Электрогенератор DY6500LXW,с функцией сварки, с колёсами","72 090													
														 руб."
"1696067000-74","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/tsdz_63_m/","","ТСДЗ-63 М","71 390													
														 руб."
"1696067003-75","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/transformator_dlya_progreva_betona_tsdz_63_m/","Благодаря применению трансформатора для прогрева бетона ТСДЗ-63 М при выполнении строительных работ в условиях пониженных температур (до -45 градусов), удается значительно улучшить качество бетонного монолита. Данным устройством, при необходимости, так же допускается прогревать промерзший грунт. Конструкция трансформатора настолько простая, что с ним может работать обслуживающий персонал, прошедший начальный этап подготовки. Купить трансформатор для прогрева бетона ТСДЗ-63 М в Воронеже можно, позвонив по указанному номеру или оставив заявку на сайте. Трансформатор для прогрева бетона ТСДЗ-63 М не допускается использовать в условиях повышенной влажности и химически активных сред. Аппарат имеет компактные размеры и сравнительно небольшую массу, поэтому его можно легко доставить на место проведения работ. К тому же, на трансформатор для прогрева бетона ТСДЗ-63 М цена в Воронеже вас приятно удивит.




 Основные эксплуатационные показатели:




	
	
		 Мощность трансформатора — 63 киловатта.
	
 
	
	
		 Питающее напряжение — 380 вольт.
	
 
	
	
		 Греющие элементы — прогревочные шины или провода ПНСВ.
	
 
	
	
		 Масса изделия — 310 килограмм
	
 


	 Для того что бы заказать трансформатор для прогрева бетона ТСДЗ-63 М в Воронеже воспользуйтесь формой обратной связи на сайте.","Трансформатор для прогрева бетона ТСДЗ-63 М","71 390													
														 руб."
"1696067012-76","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/tsdz_63_a_s_avtomatikoy/","","ТСДЗ-63 А (С автоматикой)","74 694													
														 руб."
"1696067016-77","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/transformator_dlya_progreva_betona_tsdz_63_a_s_avtomatikoy/","Трансформатор для прогрева бетона ТСДЗ-63 А трехфазный с принудительным воздушным охлаждением выпускается в защищенном варианте ТСДЗ – 63/0,38 У3. Аппарат используется для прогрева бетонного монолита и промерзшего грунта в условиях пониженных температур. На трансформатор для прогрева бетона ТСДЗ-63 А (с автоматикой) цена в Воронеже у нас одна из самых низких в регионе. Что бы заказать трансформатор для прогрева бетона ТСДЗ-63 А (с автоматикой) в Воронеже оставьте заявку на сайте.


 Для нормального функционирования устройства следует соблюдать следующие требования:


	
	
		 Не допускать тряски, вибраций и механических воздействий.
	
 
	
	
		 Эксплуатация допускается на высоте не более тысяча метров над уровнем моря.
	
 
	
	
		 Рабочий температурный режим от -45 до +20 градусов при влажности до 80 процентов.
	
 
	
	
		 Входящее напряжение 380 вольт.
	
 


 Купить трансформатор для прогрева бетона ТСДЗ-63 А (с автоматикой) в Воронеже значит обеспечить отличное качество бетонного монолита в зимнее время.","Трансформатор для прогрева бетона ТСДЗ-63 А (С автоматикой)","74 694													
														 руб."
"1696067019-78","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/dizelnye/dizel_generator_tss_sdg_5000es/","В основе генератора TSS SDG 5000ES лежит двигатель TSSDisel 186F. Двигатель имеет воздушный тип охлаждения. Двигатель является единственной зарубежной деталью в конструкции, всё остальное выпущено на территории России. Двигатель сделан в Китае, на лицензированной фабрике и полностью адаптирован для работы на территории РФ. Двигатель потребляет всего 1,1 литра горючего в час и может работать 11 часов с одной полной заправки. Так же предусмотрена замена бака на более вместительный, что позволит добиться автономности устройства на больший срок.Заказать TSS SDG 5000ES и все комплектующие можно у наших менеджеров.
	 Электричество вырабатывается при помощи альтератора. Качество вырабатываемого тока позволяет подключать к генератору компьютеры и высокоточное оборудование не боясь за его сохранность. Но всё же для большей безопасности рекомендуется подключение через стабилизатор. Защитные устройства не позволят перегреться двигателю или дать чрезмерную нагрузку на альтератор. Автоматика позволяет включать агрегат в цепь, как источник аварийного питания. Что бы обеспечить нужные объекты качественным электроснабжением, лучшее решение, это купить TSS SDG 5000ES.
Тип охлажденияВоздушное
Объем масляной системы1,6 л
Частота тока50 Гц
Номинальная мощность генератора5 кВт
Объем двигателя 0,418 л
Вид запускаЭлектростартер
Уровень шума69 дБ
Частота вращения3000 об/мин","ДИЗЕЛЬ ГЕНЕРАТОР TSS SDG 5000ES","76 895													
														 руб."
"1696067022-79","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/tsdz_80_m/","","ТСДЗ-80 М","77 880													
														 руб."
"1696067026-80","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/transformator_dlya_progreva_betona_tsdz_80_m_/","Трансформатор для прогрева бетона ТСДЗ-80 М используется для поддержания оптимального температурного режима в бетонном монолите, в период его застывая, при отрицательных температурах. Так же, используя данное устройство допускается отогревание замершей земли. Трансформатор функционирует от сети напряжением 380 вольт, силовые катушки снабжены устройством принудительного воздушного охлаждения. В качестве греющих элементов допускается использование специальных шин или проводов ПНСВ.


	 На трансформатор для прогрева бетона ТСДЗ-80 М цена в Воронеже одна из самых низких в регионе. Что бы купить трансформатор для прогрева бетона ТСДЗ-80 М в Воронеже просто позвоните нам.


 Условия соблюдение которых, гарантирует бесперебойную работу устройства:


	
	
		 Не допускать вибрационных воздействий и ударов.
	
 
	
	
		 Рабочий температурный режим от -45 до +20 градусов при влажности до 80 процентов.
	
 


 Заказать трансформатор для прогрева бетона ТСДЗ-80 М  в Воронеже, можно воспользовавшись формой обратной связи.","Трансформатор для прогрева бетона ТСДЗ-80 М","77 880													
														 руб."
"1696067029-81","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/tsdz_80_a_s_avtomatikoy/","","ТСДЗ-80 А (С автоматикой)","80 004													
														 руб."
"1696067033-82","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/transformator_dlya_progreva_betona_tsdz_80_a_s_avtomatikoy/","Трансформатор для прогрева бетона ТСДЗ-80 А с автоматическим регулированием температуры, применяется для улучшения качеств бетонного монолита в период его застывания, при отрицательных температурах окружающей среды. Так же, с его помощью допускается производить отогрев замершего грунта. Наилучшим образом подходит для эксплуатации в условиях значительно пониженных температур (до -40 градусов). В качестве теплонесущих элементов используются провода ПНСВ, выходное напряжение на них может подаваться в трех вариантах 45-55-75 вольт.




	 Трансформатор снабжен воздушной системой охлаждения принудительного типа и защищен надежным металлическим кожухом. Имеет специальные салазки, упрощающие его транспортировку.




 Заказать трансформатор для прогрева бетона ТСДЗ-80 А (С автоматикой) в Воронеже можно воспользовавшись специальной формой на сайте. Следует отметить, что на трансформатор для прогрева бетона ТСДЗ-80 А (С автоматикой) цена в Воронеже у нас одна из самых низких.


 Конструкционные особенности:


	
	
		 Устройство снабжено блоком автоматического регулирования температуры.
	
 
	
	
		 Имеется дополнительный вентилятор.
	
 
	
	
		 Ударостойкий кожух надежно защищает от попадания грязи и влаги.
	
 


 Купить трансформатор для прогрева бетона ТСДЗ-80 А (С автоматикой) в Воронеже значит обеспечить бесперебойную работу строительной организации, даже при экстремально низких температурах.","Трансформатор для прогрева бетона ТСДЗ-80 А (С автоматикой)","80 004													
														 руб."
"1696067036-83","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/dizelnye/dizel_generator_tss_sdg_6500eh/","Собран агрегат электроснабжения на территории РФ с использованием отечественных деталей. Единственное исключение – двигатель. Он собран в Китае и полностью адаптирован под нужды российских пользователей. Устройство расходует 1,7 литра горючего за один час работы и способно работать 10 часов от одной заправки, так же предусмотрена возможность установки более вместительного топливного резервуара.

 Двигатель без проблем запускается при помощи стартера в любую погоду. Так же производитель даёт возможность установки предпускового подогрева системы, который обеспечивает плавный запуск зимой или после длительного времени без работы. Качественный ток даёт альтератор, способный выдавать напряжение в двух режимах – 220 и 400 вольт. Оборудование подходит для питания высокоточных приборов, но рекомендуется использовать стабилизаторы для большей безопасности. Приобрести генератор можно в нашем магазине по довольно конкурентным ценам.

 Все кто решит заказать TSS SDG 6500EH получат качественный источник электроэнергии, защищённый от перегрева и перегрузок. И с возможностью включения в цепь как альтернативного источника электроснабжения.","ДИЗЕЛЬ ГЕНЕРАТОР TSS SDG 6500EH","86 775													
														 руб."
"1696067039-84","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/dizelnye/dizel_generator_tss_sdg_6500eh3/","Генератор TSS SDG 6500EH3 чаще всего применяется как электростанция с автономным режимом работы. Генератор TSS SDG 6500EH3 является однофазным и выдает напряжение в 230 вольт с частотой тока 50 герц. Применяется агрегат для нужд коммерческих предприятий, электроснабжения туристических зон, частных домов, а так же используется в качестве источника электричества службами сервиса и ликвидации аварий.Заказать TSS SDG 6500EH3 можно на нашем сайте.

     Конструкция агрегата включает в себя четырёхтактный двигатель с одним цилиндром, и охлаждением с помощью воздуха. Устойчивость к перегрузкам, а так же стабильный уровень напряжения обеспечивается с помощью регуляторов. От перегрева и короткого замыкания защищает выключатель автоматического типа. Топлива хватает до 12 часов автономной работы, а возможность отслеживать уровень топлива позволит вовремя заправить агрегат. О низком уровне масла сигнализирует специальная лампа на корпусе устройства. Так же предусмотрены две розетки на 230 вольт и возможность питания устройств требующих постоянного тока с напряжением в 12 вольт. Срок работы поможет отследить счётчик моточасов. Что бы купить TSS SDG 6500EH3 свяжитесь с нашими менеджерами.","ДИЗЕЛЬ ГЕНЕРАТОР TSS SDG 6500EH3","93 795													
														 руб."
"1696067042-85","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/benzinovye/benzogenerator_tss_sgg_10000eh/","Генератор создан в России из деталей произведённых в РФ. Единственным исключением является двигатель от известного бренда Lifan. Модель двигателя 2V78F2, обладающий мощностью в 20 лошадиных сил. ДВС разработан специально для пользователей из России, по спец заказу компании производителя бензогенераторов. Потребляет двигатель 4,9 литра горючего за один час работы и способен обеспечивать более 5 часов автономной работы без дополнительной дозаправки. С целью увеличения срока работы предусмотрена возможность установки более вместительного бака, а так же системы автоматической дозаправки.Заказать TSS SGG 10000EH и задать вопросы по комплектации можно в нашем магазине.
	 Двигатель запускается без каких либо проблем и в любое время года при помощи стартера. С целью более плавного запуска в холодное время года возможна установка системы подогрева. Агрегат позволяет получить электроэнергию с напряжением в 230 или 400 вольт с помощью альтератора. Качество получаемой электроэнергии позволяет подключать высокоточные электронные приборы. Дополнительной гарантией защиты оборудования, будет служить подключение через стабилизатор. Так же устройство надёжно защищено от перегрузок и перегрева. В нашем магазине можно купить TSS SGG 10000EH по доступным ценам.
Номинальная мощность 10 кВт
Генератор синхронный
Объем двигателя 688 см3
Тип запуска электростартер
Расход топлива
Индикатор уровня топлива +
Время непрерывной работы 6 ч / при нагрузке 75% /
Охлаждение двигателя воздушное
DC (постоянный ток на выходе)
Авторегулятор напряжения (AVR)
Счетчик моточасов
Вольтметр
Автоотключение двигателя
Контроль масла
Уровень шума 80 дБ / на расстоянии 7 м /","БЕНЗОГЕНЕРАТОР TSS SGG 10000EH","117 882													
														 руб."
"1696067045-86","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/benzinovye/elektrogenerator_dy12500lx/","Электрогенератор DY12500LX работает от бензина и способен автономно обеспечивать электроснабжение, достаточное для удовлетворения бытовых нужд, независимо от сторонних источников питания. Стартер работающий от аккумулятора позволяет без лишних проблем запустить агрегат в любую погоду. Работу устройства обеспечивает мощный четырёхтактный двигатель с двумя цилиндрами. Агрегат даёт качественное напряжение в 220 вольт, что можно отслеживать по вольтметру. Так же присутствует возможность подключать приборы требующие 12 вольтового постоянного тока.Заказать DY12500LX можно с помощью наших менеджеров, которые ответят на все дополнительные вопросы.
	 Бак на 25 литров обеспечивает работу в автономном режиме более чем на 10 часов. Так же предусмотрена возможность подключения специального оборудования и использовать газ в качестве топлива. Для своевременного техобслуживания, в конструкцию включён счётчик моточасов. Так же в конструкцию входит система защиты от перегрузок и система контроля за уровнем масла. Купить DY12500LX по хорошей цене можно на нашем сайте.
Мощность номинальная при 220 В, кВт 8.5
Стартер	электростартер		
Управляющая автоматика нет
Альтернатор синхронный","Электрогенератор DY12500LX","145 240													
														 руб."
"1696067048-87","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/ktpto_80/","КТПТО-80 представляет собой комплексную трансформаторную подстанцию, основным назначением которой является прогрев свежеуложенного бетонного монолита в условиях отрицательных температур, до его полного застывания. Регулировка температуры прогрева, может осуществляться как в ручную, так и автоматически. Также допускается применять устройство для подключения осветительных приборов и питания электрического инструмента, рассчитанного на напряжение 42 вольта. В качестве силовой установки, в подстанции используется 3-х фазный трансформатор ТМТО-80/0,38.




	 На КТПТО-80 цена в Воронеже у нас одна из самых низких. Чтобы купить КТПТО-80 в Воронеже достаточно позвонить по указному номеру или оставить заявку на сайте.


	 Трансформаторная подстанция оснащена системой блокировок, обеспечивающих безопасность оператора при проведении работ:


	
	
		 Невозможно переключение уровня подачи напряжения при работающем трансформаторе.
	
 
	
	
		 Отсутствует доступ к открытию панели блока управления при включенном автоматическом выключатели основной цепи.
	
 


 Заказать КТПТО-80 в Воронеже не составит труда, если вы обратитесь к нам.","КТПТО-80","130 100													
														 руб."
"1696067051-88","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/ktpto_100/","Станция для подогрева бетона КТПТО-100 используется при отрицательных температурах воздуха, для подогрева бетонной смеси до ее полного затвердевания и для прогрева замершего грунта. Отличительной особенностью КТПТО-100 является повышенная надежность, обусловленная применением масленой системы охлаждения силового трансформатора. На КТПТО-100 цена в Воронеже удовлетворит даже самых рачительных клиентов.




	 Станция может функционировать как в ручном режиме, так и в автоматическом, при условии наличия блока контроля температуры бетонной смеси. Станция снабжена дополнительным выходом для подключения электрического инструмента, работающего от сети 42 вольта или для создания дополнительного освещения.




	 Что бы заказать КТПТО-100 в Воронеже оставьте заявку на сайте или позвоните по указанному номеру.




	 Подогрев бетона, данной станцией, может производиться при помощи нихромового провода с изоляцией, уложенного в бетонную смесь.




	 Если купить КТПТО-100 в Воронеже у нас, то, это позволит решить многие производственные проблемы.","КТПТО-100","140 000													
														 руб."
"1696067054-89","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","Хит","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/ktpto_80_a_s_avtomatikoy/","Трансформаторная подстанция КТПТО-80 А с автоматическим управлением используется на открытых пространствах для подогрева бетонной массы, в условиях низких температур, до ее полного застывания. Применение устройства значительно улучшает качественные характеристики бетонного монолита и ускоряет его затвердевание. Кроме того, подстанция может использоваться для прогрева замершего грунта. На КТПТО-80 А (С автоматикой) цена в Воронеже вас приятно удивит. Агрегат может эксплуатироваться в температурном диапазоне от минус 40 до плюс 10 градусов. Возможно кратковременное понижение температуры до минус 45 градусов.




 Заказать КТПТО-80 А (С автоматикой) в Воронеже можно воспользовавшись специальной формой на сайте или сделав звонок менеджеру.


 Технические характеристики подстанции:


	
	
		 Входящее напряжение — 380 вольт.
	
 
	
	
		 Напряжение на выходе — 49/60/70/85/103/121 вольт.
	
 
	
	
		 Мощность устройства — 80 киловатт.
	
 
	
	
		 Масса — 620 килограмм.
	
 
	
	
		 Габариты — высота 1215; ширина 900; длина 1370 миллиметров.
	
 


 Купить КТПТО-80 А (С автоматикой) в Воронеже, по привлекательной цене, значит сделать правильный выбор.","КТПТО-80 А (С автоматикой)","138 100													
														 руб."
