web-scraper-order,web-scraper-start-url,next,item,item-href,name,price,describtion
"1696074965-94","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/16","Электродвигатель АИР 100L2 5,5кВт*3000об/мин 2081 комб","http://kub-privod.ru/magazin/product/elektrodvigatel-air-100l2-5-5kvt-3000ob-min-2081-komb","Электродвигатель АИР 100L2 5,5кВт*3000об/мин 2081 комб","19680.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696074966-184","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/31","Электродвигатель АИР 160S2 15кВт*3000об/мин 2081 комби","http://kub-privod.ru/magazin/product/elektrodvigatel-air-160s2-15kvt-3000ob-min-1081-lapy-2","Электродвигатель АИР 160S2 15кВт*3000об/мин 2081 комби","51920.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696074968-95","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/16","Электродвигатель АИР 100L4 4кВт*1500об/мин 1081 лапы","http://kub-privod.ru/magazin/product/elektrodvigatel-air-100l4-4kvt-1500ob-min-1081-lapy","Электродвигатель АИР 100L4 4кВт*1500об/мин 1081 лапы","19520.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696074969-185","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/31","Электродвигатель асинхронный АИР 132М8, 5,5 кВт, 750 об/мин","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-air-132m8-1","Электродвигатель асинхронный АИР 132М8, 5,5 кВт, 750 об/мин","50780.00",""
"1696074971-96","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/16","Электродвигатель асинхронный MS90S-6","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-ms90s-6","Электродвигатель асинхронный MS90S-6","19482.94","Габаритные и присоединительные размеры, которыми характеризуются электродвигатели трехфазные, соответствуют общепринятому стандарту IEC, что обеспечивает взаимозаменяемость данных двигателей практически со всеми аналогами других производителей. Высокие показатели энергоэффективности и долговечности, широкий диапазон мощностей и оборотов, европейское качество по приемлемым ценам."
"1696074972-186","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/31","Электродвигатель 5АИ 160 S4 15/1500 IM 1081","http://kub-privod.ru/magazin/product/elektrodvigatel-5ai-160-s4-15/1500-im-1001","Электродвигатель 5АИ 160 S4 15/1500 IM 1001","50620.00",""
"1696074977-97","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/17","Электродвигатель асинхронный 1LA7106-8AB1","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-1la7106-8ab1","Электродвигатель асинхронный 1LA7106-8AB1","20700.00","Электродвигатели Siemens 1LA7 позиционируются как самые популярные на рынке России и всего мирового пространства. Универсальное устройство электродвигателя говорит о возможности их успешного применения для решения большинства приводных задач."
"1696074978-187","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/32","Электродвигатель АИР 160 М6  15 кВт 1000 об/мин (трехфазный 380/660) IM 2081","http://kub-privod.ru/magazin/product/air160s4-elektrodvigatel-15-kvt-1460-ob-min-trehfaznyj-380-660-im-2081","Электродвигатель АИР 160 М6  15 кВт 1000 об/мин (трехфазный 380/660) IM 2081","61260.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 380В/660В."
"1696074980-98","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/17","Электродвигатель асинхронный 1LA7106-6AA1","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-1la7106-6aa1","Электродвигатель асинхронный 1LA7106-6AA1","20700.00","Электродвигатели Siemens 1LA7 позиционируются как самые популярные на рынке России и всего мирового пространства. Универсальное устройство электродвигателя говорит о возможности их успешного применения для решения большинства приводных задач."
"1696074981-188","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/32","Электродвигатель асинхронный MS132M-4","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-ms132m-4","Электродвигатель асинхронный MS132M-4","58448.82","Габаритные и присоединительные размеры, которыми характеризуются электродвигатели трехфазные, соответствуют общепринятому стандарту IEC, что обеспечивает взаимозаменяемость данных двигателей практически со всеми аналогами других производителей. Высокие показатели энергоэффективности и долговечности, широкий диапазон мощностей и оборотов, европейское качество по приемлемым ценам."
"1696074983-99","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/17","Взрывозащищенный электродвигатель АИМЛ 80А6 лапы","http://kub-privod.ru/magazin/product/vzryvozashchishchennyy-elektrodvigatel-4vr-80a6","Взрывозащищенный электродвигатель АИМЛ 80А6 лапы","20660.00","Основное (базовое) исполнение – асинхронный трехфазный взрывозащищенный электродвигатель, предназначенный для режима работы S1, с питанием от сети переменного тока 50 Гц напряжением 380В (220В, 660В). Исполнение по взрывозащите 1ExdIIBT4, климатическое исполнение и категория размещения У2, степень защиты IP54, с типовыми техническими характеристиками, соответствующими требованиям стандартов"
"1696074984-189","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/32","Электродвигатель АИР 160М4 18,5 кВт*1500 об/мин 2081 комби","http://kub-privod.ru/magazin/product/elektrodvigatel-air-160m2-18-5kvt-3000ob-min-1081-lapy","Электродвигатель АИР 160М4 18,5 кВт*1500 об/мин 2081 комби","56600.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696074986-100","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/17","Взрывозащищенный электродвигатель ВА 80В4","http://kub-privod.ru/magazin/product/vzryvozashchishchennyy-elektrodvigatel-va-80v2-1","Взрывозащищенный электродвигатель ВА 80В4","20500.00","Основное (базовое) исполнение – асинхронный трехфазный взрывозащищенный электродвигатель, предназначенный для режима работы S1, с питанием от сети переменного тока 50 Гц напряжением 380В (220В, 660В). Исполнение по взрывозащите 1ExdIIBT4, климатическое исполнение и категория размещения У2, степень защиты IP54, с типовыми техническими характеристиками, соответствующими требованиям стандартов"
"1696074987-190","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/32","Электродвигатель асинхронный АИР160М4 18,5*1500 лапы","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyj-air160s4-15-1500-lapy","Электродвигатель асинхронный АИР160М4 18,5*1500 лапы","56600.00","Асинхронные электродвигатели АИР (ранее выпускались двигатели 4А, 4АМ) с короткозамкнутым ротором, благодаря простоте конструкции, отсутствию подвижных контактов, высокой ремонтопригодности, невысокой цене по сравнению с другими электрическими двигателями применяются практически во всех отраслях промышленности и сельского хозяйства. Они используются для привода вентиляционного оборудования, насосов, компрессорных установок, станков, эскалаторов и многих других машин."
"1696074989-101","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/17","Взрывозащищенный электродвигатель ВА 80В2","http://kub-privod.ru/magazin/product/vzryvozashchishchennyy-elektrodvigatel-va-80a2","Взрывозащищенный электродвигатель ВА 80В2","20280.00","Основное (базовое) исполнение – асинхронный трехфазный взрывозащищенный электродвигатель, предназначенный для режима работы S1, с питанием от сети переменного тока 50 Гц напряжением 380В (220В, 660В). Исполнение по взрывозащите 1ExdIIBT4, климатическое исполнение и категория размещения У2, степень защиты IP54, с типовыми техническими характеристиками, соответствующими требованиям стандартов"
"1696074990-191","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/32","Электродвигатель АИР160 М2 18,5кВт*3000об/мин 2081 (лапы+фланец)","http://kub-privod.ru/magazin/product/elektrodvigatel-air-160m2-18-5kvt-3000ob-min-1081-lapy-1","Электродвигатель АИР160 М2 18,5кВт*3000об/мин 2081","55220.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696074992-102","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/17","Взрывозащищенный электродвигатель ВА 80А2","http://kub-privod.ru/magazin/product/vzryvozashchishchennyy-elektrodvigatel-aiml-80a6","Взрывозащищенный электродвигатель ВА 80А2","20280.00","Основное (базовое) исполнение – асинхронный трехфазный взрывозащищенный электродвигатель, предназначенный для режима работы S1, с питанием от сети переменного тока 50 Гц напряжением 380В (220В, 660В). Исполнение по взрывозащите 1ExdIIBT4, климатическое исполнение и категория размещения У2, степень защиты IP54, с типовыми техническими характеристиками, соответствующими требованиям стандартов"
"1696074993-192","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/32","Электродвигатель АИР 160М2 18,5кВт*3000об/мин 1081 лапы","http://kub-privod.ru/magazin/product/elektrodvigatel-air-160s2-15kvt-3000ob-min-1081-lapy-3","Электродвигатель АИР 160М2 18,5кВт*3000об/мин 1081 лапы","53980.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696074998-103","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/18","Электродвигатель W20-90L 2,2кW 2Пол В3Т","http://kub-privod.ru/magazin/product/elektrodvigatel-w20-90s-1-5kw-2pol-v3t","Электродвигатель W20-90L 2,2кW 2Пол В3Т","22695.88","Корпорация WEG основана 16 сентября 1961 году. Изначально занимаясь производством электродвигателей, WEG в 80-х начал расширять ассортимент выпускаемой продукции производством электронных компонентов, промышленной автоматизацией, силовыми и понижающими трансформаторами, жидкими и порошковыми красками и изолирующими лаками.



Производство сконцентрировано на 8 производственных площадках размещенных в Бразилии, трех в Аргентине, двух, в Мексике, одна в Китае и в Португалии.



Купить электродвигатель в г. Краснодаре можно по телефону (861) 292-88-46.





Условные обозначения электродвигателей пример:

Электродвигатель W20 2P 2,2 kW 90L B3T



W20 – тип электродвигателя;



2Р – количество полюсов;



2,2 kW – мощность электродвигателя;



90 – габарит электродвигателя;



L- длина сердечника и/или длина станины;



В3- монтажное исполнение;



Т – клемная коробка смонтирована сверху двигателя."
"1696074999-193","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/33","Электродвигатель АИР 180 М4 30кВт*1500об/мин 2081 комби","http://kub-privod.ru/magazin/product/elektrodvigatel-air-180-m4-30kvt-1500ob/min-2081-kombi","Электродвигатель АИР 180 М4 30кВт*1500об/мин 2081 комби","85440.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696075001-104","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/18","Электродвигатель W20-90S 1,5кW 2Пол В3Т","http://kub-privod.ru/magazin/product/elektrodvigatel-w20-80-0-75kw-2pol-v3t-1","Электродвигатель W20-90S 1,5кW 2Пол В3Т","22695.88","Корпорация WEG основана 16 сентября 1961 году. Изначально занимаясь производством электродвигателей, WEG в 80-х начал расширять ассортимент выпускаемой продукции производством электронных компонентов, промышленной автоматизацией, силовыми и понижающими трансформаторами, жидкими и порошковыми красками и изолирующими лаками.



Производство сконцентрировано на 8 производственных площадках размещенных в Бразилии, трех в Аргентине, двух, в Мексике, одна в Китае и в Португалии.



Асинхронные электродвигатели общепромышленного применения WEG представлены сериями W22 и W20.



Купить электродвигатель в г. Краснодаре можно по телефону (861) 292-88-46.





Условные обозначения электродвигателей пример:

Электродвигатель W20 2P 2,2 kW 90L B3T



W20 – тип электродвигателя;



2Р – количество полюсов;



2,2 kW – мощность электродвигателя;



90 – габарит электродвигателя;



L- длина сердечника и/или длина станины;



В3- монтажное исполнение;



Т – клемная коробка смонтирована сверху двигателя."
"1696075002-194","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/33","Электродвигатель АИР 180М4 30кВт*1500об/мин 1081 лапы","http://kub-privod.ru/magazin/product/elektrodvigatel-air-180m4-30kvt-1500ob-min-1081-lapy","Электродвигатель АИР 180М4 30кВт*1500об/мин 1081 лапы","84860.00","Аналоги: 4АМ 180M4, АДМ 180M4, 5АИ 180M4, А 180M4, 5А 180M4, 4А 180M4, АДЧР 180M4"
"1696075004-105","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/18","Электродвигатель асинхронный 1LA7106-4AA1","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-1la7096-4aa1-1","Электродвигатель асинхронный 1LA7106-4AA1","22040.00","Электродвигатели Siemens 1LA7 позиционируются как самые популярные на рынке России и всего мирового пространства. Универсальное устройство электродвигателя говорит о возможности их успешного применения для решения большинства приводных задач."
"1696075005-195","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/33","Электродвигатель АИР 180S4 22 кВт, 1500 об/мин, комби","http://kub-privod.ru/magazin/product/elektrodvigatel-air-200l4-45kvt-1500ob-min-1081-lapy","Электродвигатель АИР 180S4 22 кВт, 1500 об, комби","77680.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696075007-106","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/18","Взрывозащищенный электродвигатель 4ВР 80В2","http://kub-privod.ru/magazin/product/vzryvozashchishchennyy-elektrodvigatel-4vr-80a6-1","Взрывозащищенный электродвигатель 4ВР 80В2","21660.00","Основное (базовое) исполнение – асинхронный трехфазный взрывозащищенный электродвигатель, предназначенный для режима работы S1, с питанием от сети переменного тока 50 Гц напряжением 380В (220В, 660В). Исполнение по взрывозащите 1ExdIIBT4, климатическое исполнение и категория размещения У2, степень защиты IP54, с типовыми техническими характеристиками, соответствующими требованиям стандартов"
"1696075008-196","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/33","Электродвигатель АИР 180S4 22 кВт*1500об/мин 1001 лапы","http://kub-privod.ru/magazin/product/elektrodvigatel-air-180s4-22-kvt-1500ob/min-1001-lapy","Электродвигатель АИР 180S4 22 кВт*1500об/мин 1001 лапы","73360.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696075010-107","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/18","Электродвигатель асинхронный Abble MS100L-6","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-ms100l-6-1","Электродвигатель асинхронный Abble MS100L-6","21300.00","Габаритные и присоединительные размеры, которыми характеризуются электродвигатели трехфазные, соответствуют общепринятому стандарту IEC, что обеспечивает взаимозаменяемость данных двигателей практически со всеми аналогами других производителей. Высокие показатели энергоэффективности и долговечности, широкий диапазон мощностей и оборотов, европейское качество по приемлемым ценам."
"1696075011-197","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/33","Электродвигатель АИР 180 S2 22 кВт*3000об/мин 1001 лапы","http://kub-privod.ru/magazin/product/elektrodvigatel-air-180s4-22-kvt-1500ob-min-1001-lapy","Электродвигатель АИР 180 S2 22 кВт*3000об/мин 1001 лапы","72980.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696075013-108","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/18","Электродвигатель 3 кВт 1500 об/мин (трехфазный 220/380) комби АИР100S4","http://kub-privod.ru/magazin/product/air100s4-elektrodvigatel-3-kvt-1500-ob/min-trekhfaznyy-220/380-kombi","Электродвигатель 3 кВт 1500 об/мин (трехфазный 220/380) комби АИР100S4","20980.00","Основные технические характеристики:"
"1696075014-198","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/33","Электродвигатель асинхронный АИР160S4 15*1500 лапы","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyj-air-132m8","Электродвигатель асинхронный АИР160S4 15*1500 лапы","72440.00","Асинхронные электродвигатели АИР (ранее выпускались двигатели 4А, 4АМ) с короткозамкнутым ротором, благодаря простоте конструкции, отсутствию подвижных контактов, высокой ремонтопригодности, невысокой цене по сравнению с другими электрическими двигателями применяются практически во всех отраслях промышленности и сельского хозяйства. Они используются для привода вентиляционного оборудования, насосов, компрессорных установок, станков, эскалаторов и многих других машин."
"1696075019-109","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/19","Электродвигатель асинхронный 4 кВт, 1500 об, 2081 2/3 АИР100L4 У2 IP55 Al Элси","http://kub-privod.ru/magazin/product/elektrodvigatel-asinkhronnyy-air-80a2","Электродвигатель асинхронный 4 кВт, 1500 об, 2081 2/3 АИР100L4 У2 IP55 Al Элси","24080.00","Асинхронные электродвигатели АИР (ранее выпускались двигатели 4А, 4АМ) с короткозамкнутым ротором, благодаря простоте конструкции, отсутствию подвижных контактов, высокой ремонтопригодности, невысокой цене по сравнению с другими электрическими двигателями применяются практически во всех отраслях промышленности и сельского хозяйства. Они используются для привода вентиляционного оборудования, насосов, компрессорных установок, станков, эскалаторов и многих других машин."
"1696075020-199","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/34","Электродвигатель АИР 200 М2 37 кВт, 3000 об/мин, комби","http://kub-privod.ru/magazin/product/elektrodvigatel-air-200-m4-37-kvt-1500-ob-min-kombi","Электродвигатель АИР 200 М2 37 кВт, 3000 об/мин, комби","116360.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696075022-110","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/19","Электродвигатель АИР 112 М2, 7,5 кВт, 3000 об/мин IM1081 лапы","http://kub-privod.ru/magazin/product/elektrodvigatel-air-132-s4-7-5-kvt-1500-ob-min-im1081-lapy-1","Электродвигатель АИР 112 М2, 7,5 кВт, 3000 об/мин IM1081 лапы","23920.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696075023-200","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/34","Электродвигатель АИР 200 М4 37 кВт, 1500 об/мин, комби","http://kub-privod.ru/magazin/product/elektrodvigatel-air-180s4-22-kvt-1500-ob-min-kombi","Электродвигатель АИР 200 М4 37 кВт, 1500 об/мин, комби","115020.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696075025-111","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/19","Электродвигатель АИР 112М4 5,5кВт*1500об/мин 1081 лапы","http://kub-privod.ru/magazin/product/elektrodvigatel-air-100l2-5-5kvt-3000ob-min-1081-lapy-1","Электродвигатель АИР 112М4 5,5кВт*1500об/мин 1081 лапы","23900.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696075026-201","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/34","Электродвигатель АИР 200М4 37кВт*1500об/мин, 1081 лапы","http://kub-privod.ru/magazin/product/elektrodvigatel-air-112m4-5-5kvt-1500ob-min-2081-lapyflanets","Электродвигатель АИР 200М4 37кВт*1500об/мин, 1081 лапы (ЭНЕРАЛ)","112720.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696075028-112","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/19","Электродвигатель асинхронный АИР100L6 2,2*1000","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-air-100l2-1","Электродвигатель асинхронный АИР100L6 2,2*1000","23060.00","Асинхронные электродвигатели АИР (ранее выпускались двигатели 4А, 4АМ) с короткозамкнутым ротором, благодаря простоте конструкции, отсутствию подвижных контактов, высокой ремонтопригодности, невысокой цене по сравнению с другими электрическими двигателями применяются практически во всех отраслях промышленности и сельского хозяйства. Они используются для привода вентиляционного оборудования, насосов, компрессорных установок, станков, эскалаторов и многих других машин."
"1696075029-202","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/34","Электродвигатель асинхронный АИР180М6 18,5*1000 лапы","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyj-air160s4-15-1500-lapy-1","Электродвигатель асинхронный АИР180М6 18,5*1000 лапы","97260.00","Асинхронные электродвигатели АИР (ранее выпускались двигатели 4А, 4АМ) с короткозамкнутым ротором, благодаря простоте конструкции, отсутствию подвижных контактов, высокой ремонтопригодности, невысокой цене по сравнению с другими электрическими двигателями применяются практически во всех отраслях промышленности и сельского хозяйства. Они используются для привода вентиляционного оборудования, насосов, компрессорных установок, станков, эскалаторов и многих других машин."
"1696075031-113","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/19","Электродвигатель W20-100L 1,5кW 6Пол В3Т","http://kub-privod.ru/magazin/product/elektrodvigatel-w20-90s-0-75kw-6pol-v3t","Электродвигатель W20-100L 1,5кW 6Пол В3Т","22695.88","Корпорация WEG основана 16 сентября 1961 году. Изначально занимаясь производством электродвигателей, WEG в 80-х начал расширять ассортимент выпускаемой продукции производством электронных компонентов, промышленной автоматизацией, силовыми и понижающими трансформаторами, жидкими и порошковыми красками и изолирующими лаками.



Производство сконцентрировано на 8 производственных площадках размещенных в Бразилии, трех в Аргентине, двух, в Мексике, одна в Китае и в Португалии.



Объем выпускаемой продукции WEG в мире достиг 120 тыс. двигателей в день. Корпорация - WEG единственный в мире производитель, который серийно освоили выпуск полной линейки двигателей с энергоэффективностью IE4 (В Европе в настоящий момент действует IE2).



Асинхронные электродвигатели общепромышленного применения WEG представлены сериями W22 и W20.



Купить электродвигатель в г. Краснодаре можно по телефону (861) 292-88-46.





Условные обозначения электродвигателей пример:

Электродвигатель W20 2P 2,2 kW 90L B3T



W20 – тип электродвигателя;



2Р – количество полюсов;



2,2 kW – мощность электродвигателя;



90 – габарит электродвигателя;



L- длина сердечника и/или длина станины;



В3- монтажное исполнение;



Т – клемная коробка смонтирована сверху двигателя."
"1696075032-203","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/34","Электродвигатель АИР 180 М2 30кВт*3000об/мин 2081 комби","http://kub-privod.ru/magazin/product/elektrodvigatel-air-180-m4-30kvt-1500ob-min-2081-kombi","Электродвигатель АИР 180 М2 30кВт*3000об/мин 2081 комби","90140.00","Электродвигатель общепромышленного назначения предназначен для работы в режиме S1 от сети переменного тока 50Гц, напряжением 380V (220, 660V). Стандартная степень защиты – IP54 (IP55), климатическое исполнение и категория размещения – У3 (У2, У1)"
"1696075034-114","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/19","Электродвигатель W20-90L 1,5кW 4Пол","http://kub-privod.ru/magazin/product/elektrodvigatel-w20-80-0-75kw-4pol","Электродвигатель W20-90L 1,5кW 4Пол","22695.88","Корпорация WEG основана 16 сентября 1961 году. Изначально занимаясь производством электродвигателей, WEG в 80-х начал расширять ассортимент выпускаемой продукции производством электронных компонентов, промышленной автоматизацией, силовыми и понижающими трансформаторами, жидкими и порошковыми красками и изолирующими лаками.



Производство сконцентрировано на 8 производственных площадках размещенных в Бразилии, трех в Аргентине, двух, в Мексике, одна в Китае и в Португалии.



Купить электродвигатель в г. Краснодаре можно по телефону (861) 292-88-46.





Условные обозначения электродвигателей пример:

Электродвигатель W20 2P 2,2 kW 90L B3T



W20 – тип электродвигателя;



2Р – количество полюсов;



2,2 kW – мощность электродвигателя;



90 – габарит электродвигателя;



L- длина сердечника и/или длина станины;



В3- монтажное исполнение;



Т – клемная коробка смонтирована сверху двигателя."
"1696075036-204","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/34","Электродвигатель асинхронный MS160M2-2","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-ms112m2-2","Электродвигатель асинхронный MS160M2-2","87673.23","Габаритные и присоединительные размеры, которыми характеризуются электродвигатели трехфазные, соответствуют общепринятому стандарту IEC, что обеспечивает взаимозаменяемость данных двигателей практически со всеми аналогами других производителей. Высокие показатели энергоэффективности и долговечности, широкий диапазон мощностей и оборотов, европейское качество по приемлемым ценам."
"1696075040-115","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/20","Электродвигатель асинхронный 1LA7096-2AA1, 2,2 кВт/3000 об","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-1la7096-2aa1-1","Электродвигатель асинхронный 1LA7096-2AA1, 2,2 кВт/3000 об","25360.00","Электродвигатели Siemens 1LA7 позиционируются как самые популярные на рынке России и всего мирового пространства. Универсальное устройство электродвигателя говорит о возможности их успешного применения для решения большинства приводных задач."
"1696075042-205","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/35","Электродвигатель  АИР 250 S2 75 кВт, 3000об/мин IM1081 лапы","http://kub-privod.ru/magazin/product/elektrodvigatel-air-225-m4-55-kvt-1500ob-min-im1081-lapy","Электродвигатель  АИР 250 S2 75 кВт, 3000об/мин IM1081 лапы","192600.00","Общепромышленный асинхронный двигатель АИР 250 S2 75 кВт предназначен для машин и оборудования, работающих непрерывно, с кратковременными перегрузками. От других двигателей его отличают следующие преимущества:"
